0.001, 100, 1.044e-01, 1.203e-02, 8.678e-03
0.005, 100, 4.323e-01, 4.573e-02, 2.983e-02
0.010, 100, 6.951e-01, 6.861e-02, 3.878e-02
0.050, 100, 1.090e+00, 1.120e-01, 1.800e-02
0.100, 100, 1.096e+00, 1.244e-01, 5.658e-03
0.500, 100, 1.096e+00, 1.286e-01, 1.403e-03
1.000, 100, 1.096e+00, 1.286e-01, 1.402e-03
5.000, 100, 1.545e+72, -1.857e+87, -1.857e+87
10.000, 100, 1.304e+105, -1.306e+120, -1.306e+120
0.900, 25, 1.096e+00, 1.286e-01, 1.469e-03
